Price,Close,High,Low,Open,Volume
Ticker,MSFT,MSFT,MSFT,MSFT,MSFT
Date,,,,,
1986-03-13,0.05970703437924385,0.062372975887618046,0.05437637763180499,0.05437637763180499,1031788800
1986-03-14,0.0618392638862133,0.06290600779778482,0.059707002331721604,0.059707002331721604,308160000
1986-03-17,0.06290602684020996,0.06343909239019836,0.061839282605721885,0.061839282605721885,133171200
1986-03-18,0.061306241899728775,0.06343911809852923,0.060773176133718604,0.06290605233251906,67766400
1986-03-19,0.06024007126688957,0.061839267526908666,0.05970700584688322,0.061306202106902304,47894400
1986-03-20,0.05864087864756584,0.06024007500687039,0.05810781319446433,0.06024007500687039,58435200
1986-03-21,0.057041704654693604,0.059707032965294164,0.055975573330453374,0.05864090164105394,59990400
1986-03-24,0.05544248968362808,0.05704168615123327,0.05490942419442635,0.05704168615123327,65289600
1986-03-25,0.0565086230635643,0.0565086230635643,0.05490942652799563,0.055442492039851854,32083200
1986-03-26,0.05810782313346863,0.058640888677747895,0.05597556095635155,0.056508626500630814,22752000
1986-03-27,0.05917396396398544,0.05917396396398544,0.05810783269990703,0.05810783269990703,16848000
1986-03-31,0.05864087864756584,0.05917394410066736,0.057574747741362814,0.05917394410066736,12873600
1986-04-01,0.05810782313346863,0.058640888677747895,0.05810782313346862,0.058640888677747895,11088000
1986-04-02,0.05864087864756584,0.059707009553768876,0.05810781319446433,0.05810781319446433,27014400
1986-04-03,0.05917396396398544,0.06077316086010305,0.05917396396398544,0.05917396396398544,23040000
1986-04-04,0.05917396396398544,0.05970702959602464,0.05917396396398544,0.05917396396398544,26582400
1986-04-07,0.05810782313346863,0.05970701976630643,0.05704169204491009,0.05917395422202716,16560000
1986-04-08,0.05864087864756584,0.059707009553768876,0.05810781319446433,0.05810781319446433,10252800
1986-04-09,0.05970703437924385,0.060240100053987736,0.058640903029756074,0.058640903029756074,12153600
1986-04-10,0.06024007126688957,0.06077313668689594,0.05864087500687049,0.05970700584688322,13881600
1986-04-11,0.061306241899728775,0.06237298656650888,0.060773176133718604,0.060773176133718604,17222400
1986-04-14,0.0618392638862133,0.0623729424091619,0.06130619849759038,0.06130619849759038,12153600
1986-04-15,0.0618392638862133,0.0618392638862133,0.059707002331721604,0.0618392638862133,9302400
1986-04-16,0.06397216767072678,0.06450523330179757,0.06130622638076828,0.061839292011839075,31910400
1986-04-17,0.0645052120089531,0.0645052120089531,0.06397214655384452,0.06397214655384452,22003200
1986-04-18,0.06237294152379036,0.06450520304801503,0.061839263008417224,0.06450520304801503,21628800
1986-04-21,0.06237294152379036,0.06290600690484653,0.06077313224630489,0.06237294152379036,22924800
1986-04-22,0.061306241899728775,0.06237298656650888,0.061306241899728775,0.06237298656650888,15552000
1986-04-23,0.06157275661826134,0.0618392917203561,0.060773160463239786,0.06130622609179794,15609600
1986-04-24,0.06770362704992294,0.06876975831146143,0.061306226346087865,0.0615727568736568,62352000
1986-04-25,0.07196876406669617,0.07490062727632427,0.06823669157706787,0.06823669157706787,85795200
1986-04-28,0.07250183075666428,0.07303489638666308,0.07143508636206336,0.07196876512666547,28886400
1986-04-29,0.07036896049976349,0.07250183631796568,0.06983589482887552,0.07250183631796568,30326400
1986-04-30,0.06876975297927856,0.07090201533702685,0.06717055621096736,0.07036894974758977,30902400
1986-05-01,0.06770362704992294,0.06876975831146143,0.06663749578838446,0.06876975831146143,54345600
1986-05-02,0.06770362704992294,0.06876975831146143,0.0671705614191537,0.06770362704992294,20246400
1986-05-05,0.06717054545879364,0.06770361096290145,0.06717054545879364,0.06770361096290145,3254400
1986-05-06,0.06770362704992294,0.06876975831146143,0.06770362704992294,0.06770362704992294,9734400
1986-05-07,0.06770362704992294,0.06823669268069218,0.06663749578838446,0.06770362704992294,5155200
1986-05-08,0.06823666393756866,0.06823666393756866,0.06717053312511324,0.06770359853134096,3542400
1986-05-09,0.06770362704992294,0.06823669268069218,0.06770362704992294,0.06823669268069218,6076800
1986-05-12,0.06823666393756866,0.0698358601562518,0.06770359853134096,0.06770359853134096,10483200
1986-05-13,0.06876975297927856,0.06930281856871563,0.0682366873898415,0.0682366873898415,3830400
1986-05-14,0.06823666393756866,0.06876972934379638,0.06823666393756866,0.06876972934379638,9302400
1986-05-15,0.06823666393756866,0.0693027947500241,0.06823666393756866,0.06823666393756866,3801600
1986-05-16,0.06876975297927856,0.07036894974758977,0.0682366873898415,0.0682366873898415,11952000
1986-05-19,0.06770362704992294,0.06876975831146143,0.0671705614191537,0.06876975831146143,11001600
1986-05-20,0.06717054545879364,0.06770361096290145,0.06663747995468583,0.06770361096290145,61977600
1986-05-21,0.06610441952943802,0.06770361616462912,0.06610441952943802,0.06717055061956542,8092800
1986-05-22,0.06610441952943802,0.06663748507450172,0.06610441952943802,0.06610441952943802,4406400
1986-05-23,0.06610441952943802,0.06717055061956542,0.06610441952943802,0.06610441952943802,4089600
1986-05-27,0.06823666393756866,0.06823666393756866,0.06610440231265782,0.06610440231265782,13881600
1986-05-28,0.07036896049976349,0.07036896049976349,0.06823669781621164,0.06823669781621164,15523200
1986-05-29,0.07196876406669617,0.07303489531099161,0.06983588844351102,0.07036895406565874,45676800
1986-05-30,0.07463409006595612,0.07570022128008955,0.07250182763768924,0.07250182763768924,27072000
1986-06-02,0.07250183075666428,0.07463409327665951,0.07250183075666428,0.07463409327665951,19728000
1986-06-03,0.07250183075666428,0.07250183075666428,0.07143508636206336,0.07250183075666428,5011200
1986-06-04,0.07196876406669617,0.07303489531099161,0.07143508530995417,0.07250182968884389,4723200
1986-06-05,0.07303488254547119,0.07303488254547119,0.0714350728240591,0.0719687514875212,13708800
1986-06-06,0.07303488254547119,0.07303488254547119,0.0719687514875212,0.07303488254547119,3427200
1986-06-09,0.06983587890863419,0.07303488533934598,0.06983587890863419,0.07303488533934598,12672000
1986-06-10,0.06983587890863419,0.06983587890863419,0.06876974780990044,0.06983587890863419,3427200
1986-06-11,0.06983587890863419,0.06983587890863419,0.06876974780990044,0.06983587890863419,2304000
1986-06-12,0.06717054545879364,0.06983587297933269,0.06663747995468583,0.06983587297933269,13708800
1986-06-13,0.06717054545879364,0.06770361096290145,0.06663747995468583,0.06717054545879364,7891200
1986-06-16,0.06663744151592255,0.06770357190915756,0.06610437631930503,0.06717050671254006,9590400
1986-06-17,0.06770362704992294,0.06876975831146143,0.0671705614191537,0.0671705614191537,13075200
1986-06-18,0.06717054545879364,0.06770361096290145,0.06610441445057802,0.06770361096290145,4348800
1986-06-19,0.06663744151592255,0.06770357190915756,0.06610437631930503,0.06717050671254006,8467200
1986-06-20,0.06690405309200287,0.06717058370801325,0.0666375179003596,0.0666375179003596,3801600
1986-06-23,0.06770362704992294,0.06770362704992294,0.06557136452684599,0.06690403089158477,46195200
1986-06-24,0.06717054545879364,0.06823667646700926,0.06663747995468583,0.06770361096290145,14572800
1986-06-25,0.06610441952943802,0.06770361616462912,0.06610441952943802,0.06717055061956542,15235200
1986-06-26,0.06397216767072678,0.06663749582608074,0.06397216767072678,0.06610443019500994,19152000
1986-06-27,0.06343910098075867,0.06450523222510486,0.06290603535858556,0.06397216660293176,10396800
