Price,Close,High,Low,Open,Volume
Ticker,AAPL,AAPL,AAPL,AAPL,AAPL
Date,,,,,
1980-12-12,0.09872594475746155,0.09915516417440577,0.09872594475746155,0.09872594475746155,469033600
1980-12-15,0.09357530623674393,0.09400452544436763,0.09357530623674393,0.09400452544436763,175884800
1980-12-16,0.08670708537101746,0.08713629889001713,0.08670708537101746,0.08713629889001713,105728000
1980-12-17,0.0888531431555748,0.08928236230283754,0.0888531431555748,0.0888531431555748,86441600
1980-12-18,0.09142925590276718,0.09185846951321318,0.09142925590276718,0.09142925590276718,73449600
1980-12-19,0.09700906276702881,0.09743828211413315,0.09700906276702881,0.09700906276702881,48630400
1980-12-22,0.10173042863607407,0.10216041583891095,0.10173042863607407,0.10173042863607407,37363200
1980-12-23,0.10602334886789322,0.10645256809016534,0.10602334886789322,0.10602334886789322,46950400
1980-12-24,0.11160317808389664,0.11203239735890662,0.11160317808389664,0.11160317808389664,48003200
1980-12-26,0.12190520763397217,0.12233442714757775,0.12190520763397217,0.12190520763397217,55574400
1980-12-29,0.12362197041511536,0.12405118956828529,0.12362197041511537,0.12362197041511537,93161600
1980-12-30,0.12061746418476105,0.12104667189338661,0.12061746418476105,0.12104667189338661,68880000
1980-12-31,0.11718370765447617,0.11761292672958745,0.11718370765447617,0.11761292672958745,35750400
1981-01-02,0.1184714213013649,0.11932985994346898,0.1184714213013649,0.1184714213013649,21660800
1981-01-05,0.11589615792036057,0.11632536588906306,0.11589615792036057,0.11632536588906306,35728000
1981-01-06,0.11074473708868027,0.11117395635421327,0.11074473708868027,0.11117395635421327,45158400
1981-01-07,0.10602334886789322,0.10645256809016534,0.10602334886789322,0.10645256809016534,55686400
1981-01-08,0.10387732833623886,0.10430653631403171,0.10387732833623886,0.10430653631403171,39827200
1981-01-09,0.1094570904970169,0.10988630976154169,0.1094570904970169,0.1094570904970169,21504000
1981-01-12,0.10859869420528412,0.10945712151555259,0.10859869420528412,0.10945712151555259,23699200
1981-01-13,0.10473574697971344,0.10516496638360015,0.10473574697971344,0.10516496638360015,23049600
1981-01-14,0.10516496002674103,0.10559417940468292,0.10516496002674103,0.10516496002674103,14291200
1981-01-15,0.10731102526187897,0.10816945239418428,0.10731102526187897,0.10731102526187897,14067200
1981-01-16,0.106452576816082,0.10688179607353722,0.106452576816082,0.10688179607353722,13395200
1981-01-19,0.1128908023238182,0.11332002151471468,0.1128908023238182,0.1128908023238182,41574400
1981-01-20,0.1094570904970169,0.10988630976154169,0.1094570904970169,0.10988630976154169,30083200
1981-01-21,0.11160317808389664,0.11246160517186958,0.11160317808389664,0.11160317808389664,15904000
1981-01-22,0.1128908023238182,0.11374924070561114,0.1128908023238182,0.1128908023238182,35548800
1981-01-23,0.112461619079113,0.11332005773528933,0.112461619079113,0.11289083840720117,11222400
1981-01-26,0.11074473708868027,0.11117395635421327,0.11074473708868027,0.11117395635421327,24640000
1981-01-27,0.10988633334636688,0.11074476059761333,0.10988633334636688,0.11074476059761333,23699200
1981-01-28,0.106452576816082,0.10688179607353722,0.106452576816082,0.10688179607353722,28156800
1981-01-29,0.10258962213993073,0.10301884137946592,0.10258962213993073,0.10301884137946592,43904000
1981-01-30,0.09700906276702881,0.09786750146123749,0.09700906276702881,0.09786750146123749,46188800
1981-02-02,0.09142925590276718,0.09185846951321318,0.09142925590276718,0.09185846951321318,23766400
1981-02-03,0.09486298263072968,0.09529219621819224,0.09486298263072968,0.09486298263072968,19152000
1981-02-04,0.09829671680927277,0.0987259246768664,0.09829671680927277,0.09829671680927277,27865600
1981-02-05,0.09829671680927277,0.09915514400650854,0.09829671680927277,0.09829671680927277,7929600
1981-02-06,0.09872594475746155,0.09915516417440577,0.09872594475746155,0.09872594475746155,13865600
1981-02-09,0.09357530623674393,0.09443373892096872,0.09357530623674393,0.09443373892096872,16755200
1981-02-10,0.09357530623674393,0.09400452544436763,0.09357530623674393,0.09357530623674393,18345600
1981-02-11,0.0905708447098732,0.09100005842343484,0.0905708447098732,0.09100005842343484,13843200
1981-02-12,0.08971160650253296,0.09014159375426285,0.08971160650253296,0.09014159375426285,14560000
1981-02-13,0.08756555616855621,0.08842398931038443,0.08756555616855621,0.08842398931038443,11155200
1981-02-17,0.08971160650253296,0.09014159375426285,0.08971160650253296,0.08971160650253296,12275200
1981-02-18,0.09357530623674393,0.09443373892096872,0.09357530623674393,0.09357530623674393,19241600
1981-02-19,0.08799474686384201,0.0884239661880306,0.08799474686384201,0.0884239661880306,22310400
1981-02-20,0.08327334374189377,0.08370256293752268,0.08327334374189377,0.08370256293752268,24371200
1981-02-23,0.08456097543239594,0.08499019455475826,0.08456097543239594,0.08456097543239594,14112000
1981-02-24,0.08155655860900879,0.08241499211326839,0.08155655860900879,0.08241499211326839,16979200
1981-02-25,0.08670708537101746,0.08713629889001713,0.08670708537101746,0.08670708537101746,19488000
1981-02-26,0.08799474686384201,0.0884239661880306,0.08799474686384201,0.08799474686384201,10841600
1981-02-27,0.091000035405159,0.09185846834616918,0.091000035405159,0.091000035405159,14761600
1981-03-02,0.09142925590276718,0.09185846951321318,0.09142925590276718,0.09142925590276718,11760000
1981-03-03,0.09014160186052322,0.09057082119366625,0.09014160186052322,0.09057082119366625,16172800
1981-03-04,0.08928240090608597,0.08971161450790703,0.08928240090608597,0.08971161450790703,13708800
1981-03-05,0.0888531431555748,0.08928236230283754,0.0888531431555748,0.08928236230283754,5376000
1981-03-06,0.08799474686384201,0.08885317978119502,0.08799474686384201,0.08885317978119502,11603200
1981-03-09,0.08112727105617523,0.08155648455305108,0.08112727105617523,0.08155648455305108,15321600
1981-03-10,0.07726357132196426,0.07769278492077697,0.07726357132196426,0.07769278492077697,28380800
1981-03-11,0.07425902783870697,0.07511746047410928,0.07425902783870697,0.07511746047410928,29859200
1981-03-12,0.07726357132196426,0.07769278492077697,0.07726357132196426,0.07726357132196426,59248000
1981-03-13,0.0764051228761673,0.07683433638781087,0.0764051228761673,0.07683433638781087,231302400
1981-03-16,0.07941041141748428,0.08026884420507471,0.07941041141748428,0.07941041141748428,37228800
1981-03-17,0.08327334374189377,0.08413177640212915,0.08327334374189377,0.08327334374189377,43747200
1981-03-18,0.088423952460289,0.08928238524437106,0.088423952460289,0.088423952460289,36937600
1981-03-19,0.08756555616855621,0.08799476987395749,0.08756555616855621,0.08799476987395749,37811200
1981-03-20,0.088423952460289,0.08928238524437106,0.088423952460289,0.088423952460289,14604800
1981-03-23,0.09185846894979477,0.09271690189644594,0.09185846894979477,0.09185846894979477,22019200
1981-03-24,0.09142925590276718,0.09185846951321318,0.09142925590276718,0.09185846951321318,28156800
1981-03-25,0.08971160650253296,0.09057081304880701,0.08971160650253296,0.09057081304880701,7056000
1981-03-26,0.08799474686384201,0.0884239661880306,0.08799474686384201,0.0884239661880306,12275200
1981-03-27,0.0849902555346489,0.08541946923394746,0.0849902555346489,0.08541946923394746,12252800
1981-03-30,0.0849902555346489,0.0858486886642716,0.0849902555346489,0.0849902555346489,9900800
1981-03-31,0.08413177728652954,0.08499020995578885,0.08413177728652954,0.08499020995578885,15993600
1981-04-01,0.08327334374189377,0.08370256293752268,0.08327334374189377,0.08370256293752268,34070400
1981-04-02,0.0905708447098732,0.09100005842343484,0.0905708447098732,0.0905708447098732,31404800
1981-04-03,0.091000035405159,0.09142925474117625,0.091000035405159,0.091000035405159,16486400
1981-04-06,0.08928240090608597,0.08971161450790703,0.08928240090608597,0.08971161450790703,22803200
1981-04-07,0.088423952460289,0.08885316598681839,0.088423952460289,0.08885316598681839,10684800
1981-04-08,0.09271692484617233,0.09357535800530688,0.09271692484617233,0.09271692484617233,21952000
1981-04-09,0.09443379938602448,0.09486301886847329,0.09443379938602448,0.09443379938602448,12499200
1981-04-10,0.09572141617536545,0.09615062976569187,0.09572141617536545,0.09572141617536545,33465600
1981-04-13,0.09572141617536545,0.09615062976569187,0.09572141617536545,0.09572141617536545,16060800
1981-04-14,0.09572141617536545,0.09615062976569187,0.09572141617536545,0.09572141617536545,6652800
1981-04-15,0.091000035405159,0.09142925474117625,0.091000035405159,0.09142925474117625,34048000
1981-04-16,0.08584864437580109,0.08627785785367263,0.08584864437580109,0.08627785785367263,23878400
1981-04-20,0.088423952460289,0.08885316598681839,0.088423952460289,0.088423952460289,35347200
1981-04-21,0.09443379938602448,0.09486301886847329,0.09443379938602448,0.09443379938602448,28537600
1981-04-22,0.09786748886108398,0.0982967081529276,0.09786748886108398,0.09786748886108398,18995200
1981-04-23,0.1004427820444107,0.10087200133777714,0.1004427820444107,0.1004427820444107,58016000
1981-04-24,0.09958436340093613,0.10044279059873036,0.09958436340093613,0.10044279059873036,35056000
1981-04-27,0.09872594475746155,0.09915516417440577,0.09872594475746155,0.09915516417440577,38528000
1981-04-28,0.09700906276702881,0.09743828211413315,0.09700906276702881,0.09743828211413315,32188800
1981-04-29,0.09572141617536545,0.09615062976569187,0.09572141617536545,0.09615062976569187,13641600
1981-04-30,0.0974382758140564,0.09829671445276092,0.0974382758140564,0.0974382758140564,12611200
1981-05-01,0.0974382758140564,0.09829671445276092,0.0974382758140564,0.0974382758140564,16553600
1981-05-04,0.09700906276702881,0.09743828211413315,0.09700906276702881,0.09743828211413315,14448000
1981-05-05,0.09657983481884003,0.09700904261473339,0.09657983481884003,0.09700904261473339,17539200
1981-05-06,0.09400453418493271,0.09443374770144217,0.09400453418493271,0.09443374770144217,18950400
1981-05-07,0.09529219567775726,0.09572141499380968,0.09529219567775726,0.09529219567775726,9363200
1981-05-08,0.09615062177181244,0.09657984105747808,0.09615062177181244,0.09615062177181244,7907200
