date,Open,High,Low,Close,Volume
2020-08-31 19:30:00,90.82,91.0,90.7,90.94,43894.0
2020-08-31 19:00:00,90.72,90.82,90.67,90.81,13483.0
2020-08-31 18:30:00,90.69,90.79,90.66,90.77,6333.0
2020-08-31 18:00:00,90.6999,90.83,90.49,90.69,19098.0
2020-08-31 17:30:00,90.84,90.85,90.69,90.69,18919.0
2020-08-31 17:00:00,90.6,90.85,90.6,90.84,36670.0
2020-08-31 16:30:00,90.58,90.65,90.49,90.65,55546.0
2020-08-31 16:00:00,90.79,90.9,90.57,90.57,1415181.0
2020-08-31 15:30:00,91.07,91.37,90.67,90.79,4847793.0
2020-08-31 15:00:00,91.585,91.74,90.68,91.065,4287467.0
2020-08-31 14:30:00,92.135,92.3,91.33,91.57,4036021.0
2020-08-31 14:00:00,91.85,92.34,91.415,92.135,4898347.0
2020-08-31 13:30:00,92.095,92.4,91.72,91.85,4507192.0
2020-08-31 13:00:00,91.6817,92.64,91.52,92.09,9627537.0
2020-08-31 12:30:00,90.82,91.69,90.8,91.68,7174443.0
2020-08-31 12:00:00,89.94,91.33,89.9327,90.795,8606606.0
2020-08-31 11:30:00,88.97,90.0901,88.52,89.9373,6454598.0
2020-08-31 11:00:00,89.765,90.2,88.69,88.98,7913121.0
2020-08-31 10:30:00,87.12,90.2,86.77,89.767,9974383.0
2020-08-31 10:00:00,85.86,87.47,85.8433,87.1136,6499802.0
2020-08-31 09:30:00,85.12,86.15,85.05,85.86,4447660.0
2020-08-31 09:00:00,85.22,85.3,84.92,85.11,79538.0
2020-08-31 08:30:00,85.3712,85.5,85.1,85.22,34654.0
2020-08-31 08:00:00,85.6,86.05,85.36,85.36,72767.0
2020-08-31 07:30:00,85.83,85.86,85.55,85.62,36065.0
2020-08-31 07:00:00,86.0,86.05,85.8,85.84,23451.0
2020-08-31 06:30:00,85.88,86.01,85.88,85.99,1470.0
2020-08-31 06:00:00,85.98,85.98,85.98,85.98,100.0
2020-08-31 05:30:00,85.79,85.79,85.55,85.55,227.0
2020-08-31 05:00:00,85.7,85.7,85.7,85.7,1326.0
2020-08-31 04:30:00,85.68,85.68,85.6,85.6,4158.0
2020-08-31 04:00:00,86.0,86.0,85.68,85.68,3688.0
2020-08-28 19:30:00,85.4,85.5,85.36,85.5,4426.0
2020-08-28 19:00:00,85.46,85.66,85.4,85.4,15754.0
2020-08-28 18:30:00,85.51,85.53,85.46,85.47,4422.0
2020-08-28 18:00:00,85.5,85.54,85.5,85.53,6466.0
2020-08-28 17:30:00,85.5,85.53,85.47,85.5,3403.0
2020-08-28 17:00:00,85.4,85.52,85.36,85.5,15316.0
2020-08-28 16:30:00,85.53,85.53,85.25,85.35,23529.0
2020-08-28 16:00:00,85.55,85.56,85.3,85.5,930970.0
2020-08-28 15:30:00,85.33,85.6,85.2301,85.55,2521644.0
2020-08-28 15:00:00,84.96,85.46,84.9,85.335,2289977.0
2020-08-28 14:30:00,84.955,85.37,84.77,84.96,2287360.0
2020-08-28 14:00:00,84.84,85.23,84.821,84.95,2600443.0
2020-08-28 13:30:00,84.53,84.9,84.27,84.8378,1753712.0
2020-08-28 13:00:00,84.92,84.96,84.485,84.53,1516075.0
2020-08-28 12:30:00,85.16,85.2,84.7,84.93,1626135.0
2020-08-28 12:00:00,85.25,85.39,84.9,85.1583,2301436.0
2020-08-28 11:30:00,85.65,85.95,85.18,85.2458,2703336.0
2020-08-28 11:00:00,85.03,85.8,84.82,85.66,2530615.0
2020-08-28 10:30:00,85.7583,85.7583,84.76,85.028,3647845.0
2020-08-28 10:00:00,85.17,86.04,84.94,85.76,4387993.0
2020-08-28 09:30:00,84.3,85.88,84.19,85.164,6480406.0
2020-08-28 09:00:00,84.08,84.42,84.05,84.33,46213.0
2020-08-28 08:30:00,84.1,84.11,83.82,84.1,22818.0
2020-08-28 08:00:00,84.1,84.2501,83.7,84.1,60829.0
2020-08-28 07:30:00,84.0,84.26,83.99,84.14,23324.0
2020-08-28 07:00:00,83.7,84.24,83.7,84.0,34041.0
2020-08-28 05:30:00,83.85,83.85,83.7,83.7,344.0
2020-08-28 05:00:00,83.83,83.83,83.81,83.81,250.0
2020-08-28 04:30:00,83.71,84.02,83.71,84.02,596.0
2020-08-28 04:00:00,84.01,84.01,84.0,84.0,2023.0
2020-08-27 19:30:00,83.75,83.76,83.57,83.6,17002.0
2020-08-27 19:00:00,83.79,83.79,83.71,83.73,2840.0
2020-08-27 18:30:00,83.77,83.83,83.73,83.73,8384.0
2020-08-27 18:00:00,83.88,83.88,83.78,83.78,3824.0
2020-08-27 17:30:00,83.86,83.92,83.85,83.9,10622.0
2020-08-27 17:00:00,83.8,84.0,83.8,83.94,12813.0
2020-08-27 16:30:00,83.79,83.85,83.77,83.81,15025.0
2020-08-27 16:00:00,83.8,83.85,83.67,83.79,771571.0
2020-08-27 15:30:00,83.96,84.185,83.66,83.83,2611602.0
2020-08-27 15:00:00,83.975,84.105,83.76,83.94,1489088.0
2020-08-27 14:30:00,83.85,84.095,83.7,83.975,2016382.0
2020-08-27 14:00:00,83.54,83.88,83.43,83.855,1905769.0
2020-08-27 13:30:00,83.465,83.56,82.96,83.54,2336810.0
2020-08-27 13:00:00,83.695,83.695,82.94,83.46,4538860.0
2020-08-27 12:30:00,84.41,84.45,83.18,83.69,3226202.0
2020-08-27 12:00:00,84.89,84.89,84.25,84.415,2463573.0
2020-08-27 11:30:00,84.8,85.3099,84.66,84.896,1826687.0
2020-08-27 11:00:00,85.14,85.47,84.68,84.79,1902014.0
2020-08-27 10:30:00,85.35,85.47,84.81,85.14,3088494.0
2020-08-27 10:00:00,84.83,85.35,84.14,85.345,4758435.0
2020-08-27 09:30:00,86.32,86.58,84.67,84.83,6176017.0
2020-08-27 09:00:00,85.84,86.48,85.4,86.33,139108.0
2020-08-27 08:30:00,85.83,85.89,85.72,85.76,23126.0
2020-08-27 08:00:00,85.9899,86.0,85.71,85.86,30101.0
2020-08-27 07:30:00,85.78,86.0,85.65,85.8,17284.0
2020-08-27 07:00:00,86.0,86.0,85.76,86.0,4034.0
2020-08-27 06:00:00,85.99,85.99,85.94,85.94,700.0
2020-08-27 05:30:00,86.07,86.13,86.07,86.13,587.0
2020-08-27 05:00:00,86.24,86.24,86.06,86.06,749.0
2020-08-27 04:30:00,86.24,86.29,86.24,86.29,2078.0
2020-08-27 04:00:00,86.49,86.49,86.02,86.21,2467.0
2020-08-26 19:30:00,85.87,85.94,85.62,85.68,22722.0
2020-08-26 19:00:00,85.75,85.98,85.75,85.94,5472.0
2020-08-26 18:30:00,86.02,86.02,85.75,85.76,12216.0
2020-08-26 18:00:00,86.1,86.1,86.02,86.03,17831.0
2020-08-26 17:30:00,86.06,86.13,86.04,86.04,8203.0
2020-08-26 17:00:00,86.12,86.18,86.08,86.1,36705.0
2020-08-26 16:30:00,86.17,86.25,86.02,86.13,30554.0
2020-08-26 16:00:00,86.02,86.17,86.0,86.16,870059.0
2020-08-26 15:30:00,86.18,86.28,85.9642,86.03,2707058.0
2020-08-26 15:00:00,85.7,86.25,85.58,86.18,2200656.0
2020-08-26 14:30:00,86.17,86.17,85.44,85.7092,3292465.0
2020-08-26 14:00:00,86.56,86.625,85.98,86.1631,2547532.0
2020-08-26 13:30:00,86.505,86.9299,86.46,86.5607,2670123.0
2020-08-26 13:00:00,86.31,86.55,86.11,86.509,1975447.0
2020-08-26 12:30:00,86.4316,86.71,86.28,86.315,2693900.0
2020-08-26 12:00:00,85.945,86.5,85.78,86.4351,2536717.0
2020-08-26 11:30:00,85.6399,86.18,85.6399,85.94,2292934.0
2020-08-26 11:00:00,86.125,86.14,85.31,85.63,2858033.0
2020-08-26 10:30:00,85.84,86.15,85.36,86.12,2868179.0
2020-08-26 10:00:00,85.97,86.08,85.2,85.8301,4661609.0
2020-08-26 09:30:00,86.93,87.72,85.82,85.99,7792461.0
2020-08-26 09:00:00,87.12,87.29,86.73,86.98,146712.0
2020-08-26 08:30:00,87.16,87.2,86.85,87.1198,54627.0
2020-08-26 08:00:00,87.17,87.47,86.8,87.15,158263.0
2020-08-26 07:30:00,87.3,87.48,87.11,87.17,43567.0
2020-08-26 07:00:00,86.8,87.41,86.8,87.25,41141.0
2020-08-26 06:30:00,86.85,86.97,86.79,86.79,2097.0
2020-08-26 06:00:00,86.88,86.96,86.88,86.91,1032.0
2020-08-26 05:30:00,86.85,86.9,86.85,86.86,3051.0
2020-08-26 05:00:00,86.51,86.89,86.51,86.89,2629.0
2020-08-26 04:30:00,86.7,86.88,86.45,86.45,5836.0
2020-08-26 04:00:00,86.52,86.98,86.52,86.75,7240.0
2020-08-25 19:30:00,86.67,86.8,86.65,86.8,23783.0
2020-08-25 19:00:00,86.65,86.7,86.63,86.65,7563.0
2020-08-25 18:30:00,86.83,86.83,86.65,86.68,10729.0
2020-08-25 18:00:00,86.66,86.86,86.62,86.86,16739.0
2020-08-25 17:30:00,86.65,86.72,86.65,86.67,20377.0
2020-08-25 17:00:00,86.6,86.64,86.55,86.64,28923.0
2020-08-25 16:30:00,86.53,86.63,86.35,86.6,28228.0
2020-08-25 16:00:00,86.35,86.7,86.26,86.63,1183125.0
2020-08-25 15:30:00,85.89,86.62,85.81,86.31,7261365.0
2020-08-25 15:00:00,85.2,85.99,85.0884,85.89,3003979.0
2020-08-25 14:30:00,85.31,85.4,85.12,85.2099,1597348.0
2020-08-25 14:00:00,85.27,85.45,85.11,85.32,1782323.0
2020-08-25 13:30:00,85.6017,85.6599,85.14,85.27,2545017.0
2020-08-25 13:00:00,84.85,85.75,84.83,85.605,3688522.0
2020-08-25 12:30:00,84.69,85.24,84.66,84.855,3439225.0
2020-08-25 12:00:00,84.1799,84.7,83.96,84.68,3043175.0
2020-08-25 11:30:00,84.65,84.87,84.13,84.16,2587092.0
2020-08-25 11:00:00,84.31,84.92,84.23,84.64,3382814.0
2020-08-25 10:30:00,83.55,84.41,83.39,84.3042,3523275.0
2020-08-25 10:00:00,82.75,83.81,82.58,83.5499,3575141.0
2020-08-25 09:30:00,83.36,83.58,82.35,82.7499,5079997.0
2020-08-25 09:00:00,83.4799,83.55,83.3,83.36,67092.0
2020-08-25 08:30:00,83.3592,83.47,83.31,83.47,50414.0
2020-08-25 08:00:00,83.5476,83.59,83.13,83.37,41634.0
2020-08-25 07:30:00,83.16,83.4,83.13,83.36,12766.0
2020-08-25 07:00:00,83.53,83.67,83.11,83.16,26013.0
2020-08-25 06:30:00,83.43,83.43,83.43,83.43,1613.0
2020-08-25 06:00:00,83.25,83.34,83.15,83.34,3285.0
2020-08-25 05:00:00,83.22,83.25,83.19,83.19,5249.0
2020-08-25 04:00:00,83.46,83.99,83.19,83.28,8160.0
2020-08-24 19:30:00,83.26,83.3499,83.25,83.29,12912.0
2020-08-24 19:00:00,83.25,83.3,83.22,83.3,3364.0
2020-08-24 18:30:00,83.25,83.31,83.23,83.3,9141.0
2020-08-24 18:00:00,83.24,83.31,83.22,83.29,7501.0
2020-08-24 17:30:00,83.3,83.37,83.08,83.24,19443.0
2020-08-24 17:00:00,83.2,83.32,83.14,83.2802,15105.0
2020-08-24 16:30:00,83.08,83.22,83.08,83.16,16758.0
2020-08-24 16:00:00,83.09,83.23,83.08,83.11,907377.0
2020-08-24 15:30:00,82.85,83.11,82.74,83.11,2483322.0
2020-08-24 15:00:00,82.72,82.91,82.57,82.85,1372993.0
2020-08-24 14:30:00,82.805,82.89,82.61,82.7126,1393422.0
2020-08-24 14:00:00,82.9271,83.15,82.75,82.8001,1507010.0
2020-08-24 13:30:00,83.035,83.12,82.86,82.9299,1131596.0
2020-08-24 13:00:00,82.95,83.2583,82.92,83.0388,1387042.0
2020-08-24 12:30:00,83.2961,83.3,82.81,82.96,1722998.0
2020-08-24 12:00:00,83.46,83.64,83.24,83.307,1618801.0
2020-08-24 11:30:00,82.85,83.55,82.55,83.46,2745157.0
2020-08-24 11:00:00,83.16,83.47,82.72,82.84,2331178.0
2020-08-24 10:30:00,84.265,84.27,82.97,83.15,4102854.0
2020-08-24 10:00:00,84.05,84.44,83.51,84.2667,4090735.0
2020-08-24 09:30:00,84.49,85.33,83.44,84.035,7749719.0
2020-08-24 09:00:00,84.4496,84.56,84.3,84.54,56407.0
2020-08-24 08:30:00,84.2938,84.55,84.2,84.4499,44108.0
2020-08-24 08:00:00,84.39,84.65,84.06,84.31,107788.0
2020-08-24 07:30:00,84.38,84.43,84.27,84.4,20553.0
2020-08-24 07:00:00,84.2,84.44,84.0,84.42,69976.0
2020-08-24 06:30:00,85.11,85.2,84.0,84.02,38160.0
2020-08-24 06:00:00,84.91,85.0,84.9,85.0,1898.0
2020-08-24 05:30:00,85.08,85.08,85.0,85.03,620.0
2020-08-24 05:00:00,85.09,85.09,84.9,85.09,1681.0
2020-08-24 04:30:00,85.0,85.12,85.0,85.0,749.0
2020-08-24 04:00:00,83.95,85.18,83.95,85.0,10857.0
2020-08-21 19:30:00,83.82,83.83,83.5,83.78,14601.0
2020-08-21 19:00:00,83.83,83.83,83.8,83.82,4195.0
2020-08-21 18:30:00,83.78,83.81,83.77,83.78,5754.0
2020-08-21 18:00:00,83.82,83.85,83.77,83.78,9794.0
2020-08-21 17:30:00,83.81,83.86,83.81,83.8499,7113.0
2020-08-21 17:00:00,83.75,83.83,83.72,83.77,25443.0
2020-08-21 16:30:00,83.81,83.81,83.66,83.73,15645.0
2020-08-21 16:00:00,83.81,83.87,83.75,83.8,652442.0
2020-08-21 15:30:00,83.875,83.94,83.65,83.815,3791660.0
2020-08-21 15:00:00,83.8684,84.02,83.77,83.875,1725266.0
2020-08-21 14:30:00,83.775,83.99,83.54,83.865,1898764.0
2020-08-21 14:00:00,83.64,83.97,83.6301,83.775,1604773.0
2020-08-21 13:30:00,84.17,84.23,83.6,83.645,2795387.0
2020-08-21 13:00:00,83.885,84.225,83.63,84.177,3250176.0
2020-08-21 12:30:00,83.4995,83.98,83.47,83.8788,2673149.0
2020-08-21 12:00:00,82.9167,83.535,82.835,83.4902,2245013.0
2020-08-21 11:30:00,83.61,83.61,82.88,82.93,3038249.0
2020-08-21 11:00:00,83.145,83.69,82.83,83.61,3722914.0
2020-08-21 10:30:00,82.56,83.17,82.285,83.1401,3375975.0
2020-08-21 10:00:00,83.22,83.26,82.23,82.5586,4534923.0
2020-08-21 09:30:00,83.06,84.41,82.52,83.24,9469458.0
2020-08-21 09:00:00,82.5,83.52,82.42,83.1,151396.0
2020-08-21 08:30:00,82.3005,82.75,82.25,82.5717,39733.0
2020-08-21 08:00:00,82.8,82.97,82.0,82.33,49659.0
2020-08-21 07:30:00,82.77,82.78,82.41,82.41,6819.0
2020-08-21 07:00:00,82.72,82.95,82.68,82.68,4697.0
2020-08-21 06:30:00,82.77,82.82,82.65,82.82,2576.0
2020-08-21 06:00:00,82.95,82.95,82.9,82.9,1094.0
2020-08-21 05:30:00,82.89,83.1,82.89,82.95,1418.0
2020-08-21 05:00:00,83.0,83.0,83.0,83.0,400.0
2020-08-21 04:30:00,82.85,82.85,82.85,82.85,125.0
2020-08-21 04:00:00,82.95,82.95,82.85,82.85,2648.0
2020-08-20 19:30:00,82.78,82.84,82.77,82.82,16342.0
2020-08-20 19:00:00,82.8,82.8,82.77,82.79,11266.0
2020-08-20 18:30:00,82.8,82.8,82.78,82.8,24622.0
2020-08-20 18:00:00,82.8,82.8,82.78,82.8,8611.0
2020-08-20 17:30:00,82.78,82.8,82.77,82.8,21740.0
2020-08-20 17:00:00,82.77,82.78,82.76,82.77,13314.0
2020-08-20 16:30:00,82.77,82.84,82.74,82.78,25493.0
2020-08-20 16:00:00,82.77,82.77,82.73,82.75,1202211.0
2020-08-20 15:30:00,82.555,82.84,82.48,82.7601,2663584.0
2020-08-20 15:00:00,82.345,82.78,82.345,82.56,2090057.0
2020-08-20 14:30:00,82.48,82.51,82.2,82.355,1372273.0
2020-08-20 14:00:00,82.62,82.77,82.3,82.475,1652639.0
2020-08-20 13:30:00,82.5401,82.83,82.46,82.615,1578624.0
2020-08-20 13:00:00,82.54,82.83,82.4,82.54,2397769.0
2020-08-20 12:30:00,82.25,82.78,82.2,82.5401,2355936.0
2020-08-20 12:00:00,82.37,82.48,82.115,82.23,2647127.0
2020-08-20 11:30:00,81.63,82.4,81.55,82.36,4721633.0
2020-08-20 11:00:00,81.325,81.65,81.09,81.63,2767741.0
2020-08-20 10:30:00,81.265,81.34,80.87,81.325,2922497.0
2020-08-20 10:00:00,81.49,81.75,81.0701,81.2651,4121339.0
2020-08-20 09:30:00,79.74,81.63,79.12,81.47,7218988.0
2020-08-20 09:00:00,80.19,80.19,79.64,79.73,105025.0
2020-08-20 08:30:00,80.265,80.265,80.08,80.15,40950.0
2020-08-20 08:00:00,80.4,80.45,80.04,80.25,54548.0
2020-08-20 07:30:00,80.35,80.51,80.35,80.38,40146.0
2020-08-20 07:00:00,80.18,80.5,80.03,80.39,45415.0
