Date,Close,High,Low,Open,Volume
2012-05-18,38.08452224731445,44.82876070233137,37.85539792641316,41.88998562958676,573576400
2012-05-21,33.9005012512207,36.52049413099108,32.874422022338905,36.39098776806456,168192700
2012-05-22,30.88203430175781,33.462178609944175,30.82226315448943,32.48590830416839,101786600
2012-05-23,31.87822723388672,32.3763245344162,31.24066329723792,31.250625471259355,73600000
2012-05-24,32.90430450439453,33.083619825959126,31.64910105362295,32.824610917132816,50237200
2012-05-25,31.7885684967041,32.824611758940506,30.991613602745595,32.774802790601974,37149800
2012-05-29,28.73025131225586,31.569406193200024,28.54097381350216,31.360204347190077,78063400
2012-05-30,28.082725524902344,29.43754885115636,27.75398139205,28.59078498478148,57267900
2012-05-31,29.48736000061035,29.557093317320263,26.72790055306702,28.441354549690523,111639200
2012-06-01,27.6145133972168,29.03907196732746,27.285769257967445,28.78006114548094,41855500
2012-06-04,26.79763412475586,27.54478006819751,26.3393855248217,27.096493642186758,35230300
2012-06-05,25.77155494689941,27.65436211890623,25.65201075974626,26.598396382763347,42473400
2012-06-06,26.707977294921875,27.066607967020232,25.422887220053507,25.9707935023456,61489200
2012-06-07,26.20987892150879,27.245922198876208,26.05048794038925,26.89725371514331,26159500
2012-06-08,26.99687385559082,27.654362135092,26.33938557608964,26.44896568927957,38034000
2012-06-11,26.90721702575684,27.9631827953091,26.73786386365115,27.07657018786252,28219600
2012-06-12,27.295732498168945,27.66432534752733,26.85740632868368,27.37542799261259,15816800
2012-06-13,27.16622734069824,27.993068787037185,26.996874181805183,27.55474262870979,17102800
2012-06-14,28.18234634399414,28.212230966146187,27.2758075035435,27.544780503454447,16855000
2012-06-15,29.89579963684082,29.98545730123708,28.242116782561556,28.40150776369037,43563800
2012-06-18,31.29047203063965,31.95792438439598,29.298082843587952,29.84598910999101,42978900
2012-06-19,31.7885684967041,32.057541485948974,30.58317398208057,31.419977570782173,30849000
2012-06-20,31.47974967956543,31.808493820930504,31.031461350390146,31.798531646938788,15553600
2012-06-21,31.71883583068848,32.37632410669411,31.390091692685655,31.54948267474215,21875300
2012-06-22,32.92422866821289,33.32270800284789,31.93799820527115,32.28666477294134,74834000
2012-06-25,31.93800163269043,32.89434757822779,31.429940236499284,32.73495658730489,24352900
2012-06-26,32.97404098510742,33.31274731390503,32.37632572260857,32.565601335690985,24858700
2012-06-27,32.10735321044922,32.77480560405919,31.778609050959965,32.336477524619504,28568000
2012-06-28,31.240665435791016,32.067505035176524,30.78241489988773,31.83838071727015,17713300
2012-06-29,30.981651306152344,31.86826385967519,30.64294500254108,31.798530544241757,19526900
2012-07-02,30.652910232543945,31.60925619685608,30.43374619065452,31.131083214700013,14122000
2012-07-03,31.08127212524414,31.320358600042585,30.68279276715633,30.79237478063952,8763600
2012-07-05,31.350244522094727,31.509635511904467,30.901958075788755,31.2008157066594,10032100
2012-07-06,31.6092529296875,31.778606080874557,31.141042170565804,31.32035749536272,10945600
2012-07-09,32.047576904296875,32.75487792414545,31.86826348106565,31.9778435896919,17785200
2012-07-10,31.350244522094727,32.35640133282527,31.041424716849654,32.306592361043656,14269500
2012-07-11,30.85214614868164,31.43990111603603,30.433744339719038,31.36020562385698,13030300
2012-07-12,30.69275665283203,31.28051164869081,30.48355668825035,30.583176533328032,11300700
2012-07-13,30.60309791564941,30.951766411223776,30.44370692911664,30.921881788805404,8108300
2012-07-16,28.14249610900879,30.383933852204176,28.102647414864183,30.383933852204176,24672100
2012-07-17,27.98310661315918,28.48120391577848,27.046683152209592,28.37162190117329,30438600
2012-07-18,28.99922561645508,29.178540949721235,28.042877805732378,28.20226879083776,16841800
2012-07-19,28.8896427154541,29.387740003651587,28.5210498861482,29.298082339768808,13685100
2012-07-20,28.65055656433105,29.357853809408237,28.61070786878792,28.88964303731871,11869100
2012-07-23,28.640594482421875,28.88964313009511,27.90341071331995,28.0129927263251,12390700
2012-07-24,28.34173583984375,29.337930394494283,27.993067365698,28.710326761013867,11539800
2012-07-25,29.228347778320312,29.37777657839588,27.973142437523027,28.28196221102457,17230200
2012-07-26,26.747825622558597,28.12257334647061,26.62828143347952,27.644400390335164,64597400
2012-07-27,23.61977195739746,24.446615261097666,22.195215341609124,23.101752233515484,123102300
2012-07-30,23.06190299987793,23.94851742403899,22.9423607202746,23.90866873077769,29285900
2012-07-31,21.627384185791016,23.281068995247093,21.52776624433488,23.281068995247093,56179400
2012-08-01,20.8005428314209,21.49787982551946,20.760696034664367,21.418184331915946,44604400
2012-08-02,19.963741302490234,20.7606962466635,19.744577267774737,20.69096292655965,56374500
2012-08-03,21.009746551513672,22.075674585454216,19.824274316528957,20.282524870425902,80647000
2012-08-06,21.83658599853516,22.06571030356191,21.218944502277772,21.308602169477886,27778900
2012-08-07,20.641151428222656,22.364569530312675,20.42198930025249,22.1155208803096,36782900
2012-08-08,20.641151428222656,21.069515410242417,20.143054128216495,20.631189254211684,29537400
2012-08-09,20.930049896240234,21.089440888779244,20.53157241489271,20.67103905834172,15610700
2012-08-10,21.72700309753418,21.73696527127155,21.04959048411576,21.328525648491095,25794700
2012-08-13,21.517805099487305,22.36457094300304,21.318565406863417,22.06571140406721,24973100
2012-08-14,20.30244445800781,21.51780304691833,20.172940000219,21.32852554698975,39308800
2012-08-15,21.119327545166016,21.32852751165451,20.322370677370955,20.56145716768232,47861100
2012-08-16,19.79438781738281,20.40206523989702,19.615072482837807,20.362218443381707,157565300
2012-08-17,18.97750473022461,20.00358576359928,18.927695764564486,19.933852451639005,129293400
2012-08-20,19.93385505676269,20.053397350005884,18.678649577166265,18.977507210364728,101186600
2012-08-21,19.087087631225582,19.903966866994583,19.017354315990232,19.50548942272804,70640600
2012-08-22,19.366025924682617,19.455683601655878,18.88785101412837,19.286330422938683,49892200
2012-08-23,19.366025924682617,19.65492140597039,19.286330422938683,19.425797075967907,32813700
2012-08-24,19.33613586425781,19.60510884600805,19.176744889907365,19.445717871657607,29622200
2012-08-27,19.077125549316406,19.455680548257188,19.02731658107752,19.4158318535938,20704000
2012-08-28,19.26640510559082,19.306251904417746,18.877889791598204,19.02731861235763,25417000
2012-08-29,19.027315139770508,19.30624838092381,18.997428621036853,19.246477243546703,16124700
2012-08-30,19.01735496520996,19.37598562733805,18.98746844333582,19.196670296274004,30647500
2012-08-31,17.99127197265625,18.62883773885912,17.961387353988595,18.608913393020558,58764200
2012-09-04,17.66252899169922,18.20047496306402,17.48321366791095,18.011197465721924,46622400
2012-09-05,18.509296417236328,18.678649582790584,18.11081893948823,18.200476609492863,60781800
2012-09-06,18.887847900390625,19.186707407730168,18.648761434573185,18.66868578174722,46066500
2012-09-07,18.907773971557617,19.34610014890092,18.708536181921936,19.027318165411423,36371700
2012-09-10,18.73841857910156,19.126935737900823,18.47940777326548,18.987467211625844,24797800
2012-09-11,19.356061935424805,19.50549074967905,18.77826912690871,18.848002446888,50508200
2012-09-12,20.8503532409668,21.079477542494025,20.20282713225965,20.68100008329658,121584000
2012-09-13,20.631187438964844,21.39825766950491,20.53156950780088,20.88023606705524,65041600
2012-09-14,21.91628074645996,21.99597623680711,20.82046632911889,21.049590626355645,72819800
2012-09-17,21.438106536865234,22.663425341040487,21.418182190433868,22.583729855405277,50667600
2012-09-18,21.78677749633789,21.896357614090395,21.2886801790014,21.51780448895447,36760500
2012-09-19,23.201372146606445,23.281067635169816,21.68715596381208,21.906318082338768,78782800
2012-09-20,22.50403594970703,23.151562053465177,22.45422698022194,22.932399927604227,57248900
2012-09-21,22.77301025390625,23.151563383983376,22.513999417499587,22.88259037308909,51218100
2012-09-24,20.710887908935547,21.896358187157123,20.28252390080064,21.6971203950624,79106500
2012-09-25,20.20282745361328,21.129286848450043,20.143054408715088,21.11932657439078,46291700
2012-09-26,20.54153251647949,20.700923492933487,19.72465138703987,20.07331986056685,38271900
2012-09-27,20.242673873901367,20.920086502767344,20.083282890649414,20.9101243288028,30215900
2012-09-28,21.57757377624512,21.866471107457127,20.4219882515777,20.491721565983276,65486000
2012-10-01,21.90631866455078,22.50403579470696,21.647307844813422,21.99597632907873,51262700
2012-10-02,22.18525505065918,22.40441718704961,21.73696670339412,21.99597753735944,29341400
2012-10-03,21.74692916870117,22.404417486758295,21.71704264512021,22.215139970926547,32000100
2012-10-04,21.86647224426269,22.314758674500112,21.328526247869306,22.23506318245188,46892100
2012-10-05,20.830427169799805,21.54768653702036,20.80054065029844,21.408219912861146,40529300
2012-10-08,20.32236671447754,20.671035157391326,20.08328027078841,20.32236671447754,32236700
2012-10-09,20.153017044067383,20.471799023791338,19.89400621051905,20.31240803392936,27161800
2012-10-10,19.565261840820312,19.864121368586133,19.375986230001462,19.85415919431823,39321800
2012-10-11,19.674842834472656,19.884042782947727,19.53537620215594,19.804347293039555,21817300
2012-10-12,19.44571876525879,19.72465203314492,19.40587006979484,19.674843063905364,18809400
2012-10-15,19.44571876525879,19.80434752398244,19.415832243660827,19.60510974693383,20189700
2012-10-16,19.405872344970703,19.615074220502848,19.226556994540463,19.60511204546888,21834700
2012-10-17,19.804349899291992,20.40206710230806,19.296292271823475,19.425796747433164,44074500
2012-10-18,18.907773971557617,19.714693004867204,18.818116301189885,19.625035334499472,52157400
2012-10-19,18.927696228027344,18.987467368301097,18.728456560327785,18.927696228027344,34835000
2012-10-22,19.246479034423828,19.356061046553588,18.97750604106372,19.12693674854625,32447300
2012-10-23,19.42579460144043,19.724652219887968,19.027317143480246,19.17674595270401,78381200
2012-10-24,23.1416015625,24.1577205746514,22.76304842664839,24.038176379066897,228949900
2012-10-25,22.47414779663086,23.2212936852165,22.38449013799336,23.20137123892281,76142000
2012-10-26,21.85651016235352,22.792931722843957,21.79673711799764,22.31475876853942,73175800
2012-10-31,21.02967071533203,21.41818604012389,20.65111566545585,20.74077334042176,99378200
2012-11-01,21.12928581237793,21.358412006404954,20.93004803942486,20.999781354962952,37713900
2012-11-02,21.099403381347656,21.60746289025748,20.989821359791456,21.17909887881838,38344400
2012-11-05,21.16913414001465,21.398258429979013,20.84039001525568,21.0197053378679,31806700
2012-11-06,21.089439392089844,21.288679068669087,20.910124063186604,21.159172708865466,29062700
2012-11-07,20.392105102539062,20.8702800091167,20.292487151255568,20.770660157742583,33396800
2012-11-08,19.913930892944336,20.65111470843057,19.90396871839973,20.44191474326538,34254600
2012-11-09,19.13689613342285,19.92389072927245,19.05720064650937,19.88404203577057,42295500
2012-11-12,19.99362564086914,20.093245482496016,18.798193241617955,19.07712651806468,67349200
2012-11-13,19.784425735473636,20.033474390149426,19.485566209808415,19.535377080797844,71775100
2012-11-14,22.274911880493164,22.41437851656732,19.854158696689428,20.02351185481822,229751000
2012-11-15,22.085636138916016,22.41438030742124,21.567614449122768,22.25498931057571,78857700
2012-11-16,23.47034454345703,23.838937386200065,22.095596813954984,22.16533013283032,107182200
2012-11-19,22.83278083801269,24.028215145798043,22.733160995682173,23.868822258014937,85021300
2012-11-20,23.012094497680664,23.80904937808307,22.61361705747946,22.643501677938104,46655300
2012-11-21,24.22745132446289,24.43665316949918,22.962283780934374,23.13163693164363,89862400
2012-11-23,23.90867042541504,24.5860830581496,23.789126237248183,24.48646321802562,29520900
2012-11-26,25.84128761291504,25.99071641802162,24.71558668759207,24.84509304541736,123865000
2012-11-27,26.050487518310547,26.3991559963942,25.3631127358131,25.9409074081228,85760600
2012-11-28,26.259689331054688,26.38919378841377,25.65201003861585,25.84128753791637,49205600
